time,lead_I
10826.2,-1139.049199999994
10828.2,-1133.192057142851
10830.2,-1131.6206285714225
10832.2,-1143.9063428571367
10834.2,-1172.9063428571367
10836.2,-1193.1920571428511
10838.2,-1184.6206285714225
10840.2,-1173.049199999994
10842.2,-1190.6206285714227
10844.2,-1219.6206285714227
10846.2,-1222.049199999994
10848.2,-1198.7634857142798
10850.2,-1180.3349142857082
10852.2,-1180.192057142851
10854.2,-1185.7634857142798
10856.2,-1180.4777714285653
10858.2,-1157.1920571428511
10860.2,-1125.049199999994
10862.2,-1107.3349142857082
10864.2,-1116.4777714285653
10866.2,-1130.4777714285653
10868.2,-1114.3349142857082
10870.2,-1067.7634857142798
10872.2,-1032.6206285714225
10874.2,-1042.1920571428511
10876.2,-1077.1920571428511
10878.2,-1089.4777714285653
10880.17,-1068.906342857137
10882.15,-1058.049199999994
10884.13,-1087.6206285714225
10886.1,-1127.3349142857082
10888.1,-1129.4777714285653
10890.1,-1093.049199999994
10892.1,-1053.1920571428511
10894.1,-1030.7634857142796
10896.1,-1020.1920571428511
10898.1,-1005.3349142857082
10900.1,-975.7634857142797
10902.1,-939.1920571428511
10904.1,-919.049199999994
10906.1,-928.9063428571369
10908.1,-952.1920571428511
10910.1,-956.3349142857082
10912.1,-931.9063428571368
10914.1,-908.0491999999939
10916.1,-917.049199999994
10918.1,-946.9063428571369
10920.1,-956.0491999999939
10922.1,-931.6206285714226
10924.1,-904.9063428571368
10926.1,-906.3349142857082
10928.1,-927.6206285714225
10930.1,-932.4777714285653
10932.1,-899.4777714285653
10934.1,-851.049199999994
10936.1,-829.3349142857081
10938.1,-838.049199999994
10940.1,-832.4777714285655
10942.1,-780.6206285714227
10944.1,-709.9063428571369
10946.1,-671.4777714285653
10948.1,-673.7634857142797
10950.1,-676.1920571428511
10952.1,-644.9063428571368
10954.1,-592.0491999999939
10956.1,-557.4777714285653
10958.1,-561.4777714285653
10960.08,-582.1920571428511
10962.05,-581.4777714285653
10964.03,-552.049199999994
10966.0,-527.4777714285655
10968.0,-539.3349142857084
10970.0,-573.1920571428512
10972.0,-584.3349142857084
10974.0,-554.7634857142797
10976.0,-515.6206285714226
10978.0,-504.04919999999396
10980.0,-514.1920571428511
10982.0,-508.6206285714225
10984.0,-467.6206285714225
10986.0,-411.33491428570824
10988.0,-375.4777714285654
10990.0,-371.62062857142257
10992.0,-372.3349142857083
10994.0,-343.04919999999396
10996.0,-288.3349142857083
10998.0,-251.049199999994
11000.0,-255.76348571427968
11002.0,-274.1920571428511
11004.0,-259.90634285713685
11006.0,-206.7634857142797
11008.0,-158.90634285713685
11010.0,-158.76348571427968
11012.0,-191.76348571427968
11014.0,-201.76348571427974
11016.0,-166.90634285713685
11018.0,-134.19205714285116
11020.0,-153.19205714285113
11022.0,-204.19205714285113
11024.0,-227.049199999994
11026.0,-203.90634285713688
11028.0,-176.04919999999402
11030.0,-184.04919999999402
11032.0,-219.3349142857083
11034.0,-243.90634285713685
11036.0,-241.47777142856543
11038.0,-236.3349142857083
11039.97,-262.47777142856546
11041.95,-321.76348571427974
11043.92,-381.3349142857083
11045.9,-408.76348571427974
11047.9,-406.3349142857083
11049.9,-408.049199999994
11051.9,-440.90634285713685
11053.9,-490.7634857142797
11055.9,-520.049199999994
11057.9,-517.9063428571369
11059.9,-518.4777714285655
11061.9,-558.1920571428511
11063.9,-626.7634857142797
11065.9,-675.3349142857082
11067.9,-678.1920571428511
11069.9,-667.9063428571368
11071.9,-692.4777714285653
11073.9,-752.192057142851
11075.9,-802.7634857142797
11077.9,-814.9063428571369
11079.9,-807.9063428571369
11081.9,-821.6206285714226
11083.9,-867.192057142851
11085.9,-912.6206285714225
11087.9,-918.1920571428511
11089.9,-886.0491999999939
11091.9,-858.1920571428511
11093.9,-861.9063428571369
11095.9,-874.049199999994
11097.9,-857.1920571428511
11099.9,-817.192057142851
11101.9,-799.3349142857082
11103.9,-827.1920571428511
11105.9,-871.049199999994
11107.9,-889.1920571428511
11109.9,-878.9063428571368
11111.9,-869.049199999994
11113.9,-875.7634857142798
11115.9,-886.1920571428512
11117.8,-881.3349142857082
11119.8,-859.7634857142797
11121.8,-837.049199999994
11123.8,-831.7634857142796
11125.8,-850.049199999994
11127.8,-874.9063428571368
11129.8,-878.192057142851
11131.8,-853.7634857142796
11133.8,-833.1920571428509
11135.8,-850.0491999999938
11137.8,-890.1920571428511
11139.8,-904.3349142857082
11141.8,-879.192057142851
11143.8,-862.0491999999939
11145.8,-895.1920571428511
11147.8,-953.3349142857084
11149.8,-977.9063428571368
11151.8,-958.6206285714225
11153.8,-946.7634857142797
11155.8,-981.6206285714226
11157.8,-1035.7634857142798
11159.8,-1052.6206285714225
11161.8,-1023.3349142857082
11163.8,-995.4777714285653
11165.8,-1009.6206285714225
11167.8,-1051.1920571428511
11169.8,-1074.049199999994
11171.8,-1058.1920571428511
11173.8,-1033.0491999999938
11175.8,-1036.334914285708
11177.8,-1064.4777714285656
11179.8,-1081.7634857142798
11181.8,-1067.906342857137
11183.8,-1039.049199999994
11185.8,-1026.1920571428511
11187.8,-1045.4777714285653
11189.8,-1083.4777714285653
11191.8,-1108.4777714285656
11193.8,-1105.906342857137
11195.8,-1096.3349142857082
11197.8,-1106.7634857142796
11199.78,-1134.906342857137
11201.75,-1152.3349142857082
11203.72,-1136.906342857137
11205.7,-1100.3349142857082
11207.7,-1077.3349142857082
11209.7,-1081.1920571428511
11211.7,-1082.049199999994
11213.7,-1047.4777714285656
11215.7,-988.9063428571369
11217.7,-948.7634857142798
11219.7,-948.9063428571368
11221.7,-969.4777714285653
11223.7,-977.192057142851
11225.7,-969.0491999999939
11227.7,-976.192057142851
11229.7,-1016.7634857142797
11231.7,-1063.9063428571367
11233.7,-1083.049199999994
11235.7,-1079.7634857142796
11237.7,-1086.4777714285653
11239.7,-1114.7634857142798
11241.7,-1144.1920571428514
11243.7,-1152.7634857142796
11245.7,-1143.7634857142798
11247.7,-1137.6206285714225
11249.7,-1144.6206285714225
11251.7,-1155.049199999994
11253.7,-1157.6206285714225
11255.7,-1153.1920571428511
11257.7,-1148.4777714285653
11259.7,-1150.3349142857082
11261.7,-1167.3349142857082
11263.7,-1196.4777714285653
11265.7,-1214.049199999994
11267.7,-1204.0491999999938
11269.7,-1187.7634857142796
11271.7,-1199.3349142857082
11273.7,-1233.7634857142798
11275.7,-1246.7634857142798
11277.7,-1213.049199999994
11279.67,-1164.906342857137
11281.65,-1152.7634857142796
11283.63,-1179.334914285708
11285.6,-1195.1920571428511
11287.6,-1167.9063428571367
11289.6,-1129.3349142857082
11291.6,-1134.4777714285653
11293.6,-1178.4777714285653
11295.6,-1194.906342857137
11297.6,-1150.049199999994
11299.6,-1088.1920571428511
11301.6,-1053.049199999994
11303.6,-1026.4777714285653
11305.6,-981.049199999994
11307.6,-933.7634857142797
11309.6,-905.6206285714226
11311.6,-886.4777714285655
11313.6,-874.049199999994
11315.6,-894.3349142857082
11317.6,-950.4777714285653
11319.6,-1001.1920571428511
11321.6,-1022.7634857142797
11323.6,-1046.7634857142798
11325.6,-1101.7634857142796
11327.6,-1164.7634857142796
11329.6,-1201.1920571428511
11331.6,-1207.0491999999938
11333.6,-1191.6206285714227
11335.6,-1166.049199999994
11337.6,-1151.3349142857082
11339.6,-1153.3349142857082
11341.6,-1147.7634857142798
11343.6,-1128.049199999994
11345.6,-1130.6206285714227
11347.6,-1178.7634857142798
11349.6,-1240.049199999994
11351.6,-1269.906342857137
11353.6,-1268.4777714285653
11355.6,-1270.4777714285653
11357.6,-1295.192057142851
11359.58,-1328.4777714285651
11361.55,-1347.9063428571367
11363.53,-1349.7634857142798
11365.5,-1351.6206285714225
11367.5,-1373.9063428571367
11369.5,-1414.9063428571367
11371.5,-1443.9063428571367
11373.5,-1435.6206285714225
11375.5,-1409.7634857142796
11377.5,-1413.6206285714225
11379.5,-1463.7634857142796
11381.5,-1528.3349142857085
11383.5,-1566.7634857142798
11385.5,-1573.3349142857082
11387.5,-1574.4777714285653
11389.5,-1587.4777714285653
11391.5,-1580.9063428571367
11393.5,-1491.7634857142798
11395.5,-1292.4777714285653
11397.5,-1022.192057142851
11399.5,-732.192057142851
11401.5,-422.19205714285107
11403.5,-60.90634285713688
11405.5,339.52222857143454
11407.5,706.5222285714345
11409.5,965.3793714285773
11411.5,1087.8079428571489
11413.5,1081.2365142857202
11415.5,954.0936571428631
11417.5,701.5222285714345
11419.5,320.66508571429165
11421.5,-158.62062857142257
11423.5,-659.7634857142797
11425.5,-1095.4777714285653
11427.5,-1421.1920571428511
11429.5,-1644.1920571428511
11431.5,-1780.7634857142796
11433.5,-1827.192057142851
11435.5,-1777.7634857142796
11437.5,-1654.9063428571367
11439.47,-1511.4777714285653
11441.45,-1402.906342857137
11443.42,-1348.906342857137
11445.4,-1321.3349142857082
11447.4,-1284.1920571428514
11449.4,-1246.7634857142796
11451.4,-1253.906342857137
11453.4,-1314.6206285714225
11455.4,-1375.4777714285656
11457.4,-1384.1920571428511
11459.4,-1357.6206285714225
11461.4,-1354.3349142857082
11463.4,-1394.6206285714225
11465.4,-1436.049199999994
11467.4,-1434.906342857137
11469.4,-1403.0491999999938
11471.4,-1389.4777714285653
11473.4,-1415.4777714285653
11475.4,-1451.334914285708
11477.4,-1457.906342857137
11479.4,-1435.3349142857082
11481.4,-1415.9063428571367
11483.4,-1421.0491999999938
11485.4,-1435.7634857142796
11487.4,-1429.6206285714227
11489.4,-1396.4777714285653
11491.4,-1364.0491999999938
11493.4,-1362.6206285714225
11495.4,-1392.1920571428511
11497.4,-1425.3349142857082
11499.4,-1436.6206285714225
11501.4,-1428.7634857142796
11503.4,-1430.9063428571367
11505.4,-1466.3349142857082
11507.4,-1514.1920571428511
11509.4,-1524.0491999999938
11511.4,-1481.4777714285651
11513.4,-1436.906342857137
11515.4,-1436.4777714285653
11517.4,-1452.6206285714225
11519.38,-1424.3349142857082
11521.35,-1352.6206285714225
11523.33,-1303.3349142857082
11525.3,-1319.4777714285656
11527.3,-1370.9063428571367
11529.3,-1399.6206285714225
11531.3,-1386.334914285708
11533.3,-1362.6206285714227
11535.3,-1365.6206285714225
11537.3,-1389.7634857142798
11539.3,-1391.7634857142798
11541.3,-1348.1920571428511
11543.3,-1291.7634857142796
11545.3,-1273.9063428571367
11547.3,-1297.6206285714225
11549.3,-1313.6206285714225
11551.3,-1285.7634857142796
11553.3,-1235.4777714285651
11555.3,-1205.3349142857082
11557.3,-1202.7634857142796
11559.3,-1201.192057142851
11561.3,-1180.7634857142798
11563.3,-1146.049199999994
11565.3,-1117.7634857142798
11567.3,-1114.7634857142796
11569.3,-1132.4777714285653
11571.3,-1138.1920571428511
11573.3,-1108.4777714285653
11575.3,-1063.3349142857082
11577.3,-1042.049199999994
11579.3,-1052.049199999994
11581.3,-1062.3349142857082
11583.3,-1046.1920571428511
11585.3,-1015.7634857142796
11587.3,-1005.9063428571367
11589.3,-1029.4777714285651
11591.3,-1054.3349142857082
11593.3,-1036.3349142857082
11595.3,-977.192057142851
11597.2,-928.4777714285653
11599.2,-927.6206285714226
11601.2,-948.049199999994
11603.2,-936.7634857142798
11605.2,-891.4777714285653
11607.2,-864.1920571428511
11609.2,-883.6206285714225
11611.2,-913.4777714285653
11613.2,-907.4777714285653
11615.2,-871.7634857142797
11617.2,-845.9063428571368
11619.2,-847.3349142857082
11621.2,-860.0491999999939
11623.2,-859.4777714285653
11625.2,-836.3349142857084
11627.2,-805.6206285714225
11629.2,-793.6206285714225
11631.2,-808.3349142857081
11633.2,-829.0491999999939
11635.2,-831.049199999994
11637.2,-816.1920571428511
11639.2,-811.9063428571369
11641.2,-834.4777714285653
11643.2,-859.4777714285653
11645.2,-846.0491999999939
11647.2,-792.6206285714225
11649.2,-743.9063428571367
11651.2,-733.3349142857082
11653.2,-743.192057142851
11655.2,-735.0491999999939
11657.2,-702.3349142857084
11659.2,-678.1920571428511
11661.2,-695.3349142857082
11663.2,-743.1920571428511
11665.2,-777.3349142857082
11667.2,-775.7634857142796
11669.2,-770.6206285714225
11671.2,-803.6206285714226
11673.2,-866.049199999994
11675.2,-909.7634857142798
11677.1,-914.6206285714226
11679.1,-914.049199999994
11681.1,-948.6206285714226
11683.1,-1014.4777714285653
11685.1,-1074.3349142857082
11687.1,-1108.6206285714225
11689.1,-1137.0491999999938
11691.1,-1186.0491999999938
11693.1,-1253.6206285714225
11695.1,-1311.192057142851
11697.1,-1334.334914285708
11699.1,-1328.7634857142796
11701.1,-1324.3349142857085
11703.1,-1338.906342857137
11705.1,-1359.6206285714227
11707.1,-1365.3349142857085
11709.1,-1358.0491999999938
11711.1,-1358.6206285714225
11713.1,-1384.049199999994
11715.1,-1432.6206285714225
11717.1,-1483.0491999999938
11719.1,-1510.9063428571367
11721.1,-1516.906342857137
11723.1,-1529.3349142857082
11725.1,-1567.192057142851
11727.1,-1610.1920571428511
11729.1,-1621.906342857137
11731.1,-1601.7634857142796
11733.1,-1591.6206285714225
11735.1,-1622.3349142857082
11737.1,-1668.192057142851
11739.1,-1681.6206285714225
11741.1,-1660.6206285714225
11743.1,-1650.049199999994
11745.1,-1674.192057142851
11747.1,-1705.3349142857082
11749.1,-1706.6206285714227
11751.1,-1678.9063428571371
11753.1,-1648.3349142857082
11755.1,-1629.192057142851
11757.0,-1615.4777714285653
11759.0,-1596.7634857142798
11761.0,-1569.4777714285651
11763.0,-1541.0491999999938
11765.0,-1528.6206285714225
11767.0,-1545.7634857142796
11769.0,-1582.4777714285653
11771.0,-1607.9063428571367
11773.0,-1605.0491999999938
11775.0,-1596.4777714285653
11777.0,-1616.906342857137
11779.0,-1661.0491999999938
11781.0,-1683.4777714285651
11783.0,-1662.0491999999938
11785.0,-1633.3349142857082
11787.0,-1645.192057142851
11789.0,-1693.7634857142793
11791.0,-1728.4777714285651
11793.0,-1715.9063428571367
11795.0,-1688.9063428571367
11797.0,-1708.7634857142796
11799.0,-1773.4777714285653
11801.0,-1812.4777714285656
11803.0,-1799.334914285708
11805.0,-1795.3349142857082
11807.0,-1839.3349142857082
11809.0,-1882.1920571428511
11811.0,-1881.6206285714225
11813.0,-1869.4777714285653
11815.0,-1878.4777714285651
11817.0,-1886.7634857142796
11819.0,-1875.7634857142798
11821.0,-1875.3349142857082
11823.0,-1909.0491999999938
11825.0,-1946.049199999994
11827.0,-1952.4777714285656
11829.0,-1951.334914285708
11831.0,-1978.049199999994
11833.0,-2016.334914285708
11835.0,-2030.049199999994
11836.9,-2019.906342857137
11838.9,-2007.4777714285656
11840.9,-2004.3349142857082
11842.9,-2017.3349142857082
11844.9,-2040.906342857137
11846.9,-2047.3349142857082
11848.9,-2027.3349142857082
11850.9,-2016.7634857142796
11852.9,-2043.6206285714225
11854.9,-2079.0491999999936
11856.9,-2077.1920571428514
11858.9,-2041.049199999994
11860.9,-2018.3349142857078
11862.9,-2037.620628571422
11864.9,-2071.192057142851
11866.9,-2073.049199999994
11868.9,-2039.906342857137
11870.9,-2011.9063428571367
11872.9,-2014.6206285714225
11874.9,-2026.906342857137
11876.9,-2013.4777714285656
11878.9,-1971.7634857142798
11880.9,-1930.4777714285653
11882.9,-1916.7634857142798
11884.9,-1934.906342857137
11886.9,-1967.192057142851
11888.9,-1986.4777714285653
11890.9,-1983.3349142857085
11892.9,-1983.7634857142798
11894.9,-2016.4777714285656
11896.9,-2063.6206285714225
11898.9,-2079.3349142857082
11900.9,-2056.192057142851
11902.9,-2036.6206285714225
11904.9,-2054.7634857142793
11906.9,-2097.0491999999936
11908.9,-2126.3349142857082
11910.9,-2128.6206285714225
11912.9,-2127.76348571428
11914.9,-2152.049199999994
